tweet,label
cuma bang pelor yg punya tato dian sastro di dada sungkem,bahagia
nikahan istrinya tapi dian sastro sangat luar biasa,bahagia
ni ria sw sekali upload video biasanya langsung rame gua suka bnget nonton vlog nya dia kek ngasih positive vibes gtu tiap video ada aja quote yang bikin semangat lagi,bahagia
seru banget yya nobar ria sw sama ayah ueueueu,bahagia
seharian nonton vlognya ria sw kangen banget,bahagia
gue juga suka ria sw pls dia dah balik gue seneng bgt wkwk,bahagia
kak ria sw baliiiikkkkk aaaa aku senang,bahagia
hari jumat ria sw comebackkk setelah hampir taun hiatus huaaa kamgen pake banget,bahagia
lucu deh klo punya cowo suka banggain cewenya lewat hal kecil,bahagia
jean kayanya seneng bgt ke jogja,bahagia
ikut bahagia mas smoga negri kita sampai ke pelosok ikut bergairah terjangkit virus teknologi dr silicon village,bahagia
semoga cepat terwujud silicon valley nya sukse buat pak bs,bahagia
semoga sukses bukitalgoritma,bahagia
gw sih setuju aja kalau ada pembangunan di sukabumi asal tetap memperhatikan amdal kalau apakah bukit algoritma bisa jadi silicon valley indonesia atau nggak yah gw gak bisa jawab wkwkw,bahagia
saya sangat angkat topi bila inovasi berawal dari prototipe dan ber angsur sempurna riset itu perlu biaya gede waktu yg tidak terhingga dan tenaga yg luarbiasa semoga indonesia memiliki generasi yg handal ke depan bersama bukit algoritma,bahagia
sicepat sama jt the best lahhh tapi jujur sicepat udh kek hantu nganter paket nya alias cepet banget sampe nyaa,bahagia
seneng banget hari ini udh kelar utbk,bahagia
seneng ya kalo ngedit mukanya cakep,bahagia
lagi seneng bgt kalo dpt orderan kue angka,bahagia
seneng jg ikutan live sale di ig buku anak,bahagia
seneng bgt akhirnya siang hujan huhu,bahagia
hbd semoga hrinya menjadi lebih baik dan bahagia,bahagia
semalem minta duit buat beli baju bilangnya iya nanti dulu ya eh pagi dapet notif bahagia,bahagia
senang bisa menghibur,bahagia
bersabarlah dahulu bersenang senang kita kemudian jangan mudik dulu mari utamakan keselamatan lindungikeluargatercinta tunda pulang kampung,bahagia
senang sekali,bahagia
semoga bahagia,bahagia
selamat berbahagia hingga ke syurga terus bahagia,bahagia
jangan cari yg cantik cari yg ketika melihatnya bikin km bahagia,bahagia
aku terharu bahagia kakak,bahagia
omo dinotis authornya semangat nulisnya ya kak xixi seneng banget akhirnya nemu au jaemyanggg,bahagia
aku ingin dia bahagia walaupun tidak denganku tuhankumohon bahagiakanlah dia,bahagia
betapa bahagia nya bang jago yang sudah berhasil mengambil hatinya cantikku,bahagia
nabi ajar kita sebarkan bahagia bukan kebecian,bahagia
bahagia banget aseli,bahagia
boleh ajayg penting kamu bahagia,bahagia
bahagia itu sederhana menatap avamu yang bersliweran di tl ku misalnya,bahagia
bahagia dan memilih sendiri jalan hidup adalah sesuatu yg harus kamu sadari jangan biarkan seorangpun yg menentukannya untuk,bahagia
bahagia itu saat kau mendapat apa yg kau inginkan dan membaginya kepada sahabat,bahagia
bahagia om dia udh jadi milikku,bahagia
happy bi hday to you wish you all the best semoga panjang umur sehat dan bahagia selalu dimudahkan segala urusan dan rezeki nya aamiin ya,bahagia
waa ikut senang selamat,bahagia
silakn dgn senang hati,bahagia
ngga gw malah seneng,bahagia
iyaa in biar seneng,bahagia
aku liat ongkir k aja udah seneng banget masa,bahagia
malah seneng bisa ngebantu orang juga lho padahal,bahagia
aku malah seneng nder masuk swasta ngga insecure sama sekali,bahagia
seneng dong,bahagia
km psti senang tydac prnah ku teror lagie,bahagia
senang banget ada juru bahasa isyarat di webinar amnesty indonesia,bahagia
emang dia sumber bahagia dunia ku,bahagia
hbd jangan lupa kadonya ya,bahagia
gemosssssssssssssssss huaaaaaaaaaaaaaaaa bahagia kali mukanya kalean,bahagia
seneng juga gua udah ngerasa deket banget sama lu,bahagia
tinggal mubes aja habis itu beban ilang semuaa ashshaja seneng banget,bahagia
bahagia banget mas mas nya,bahagia
karna fics harudam ga terlalu banyak jadi suka seneng sendiri kalau nemu yang ceritanya bagus,bahagia
ikut seneng ngab,bahagia
alhamdulillah bahagia selalu shan,bahagia
sebenernya udah bahagia tapii,bahagia
terimakasih untuk tahun sampai kalian sudah membuat kami bahagia tanpa memandang ha a,bahagia
yo banyak seneng e lah dibikin bahagia terus sama,bahagia
seneng bgt kenal kamu,bahagia
ikt seneng dengernya,bahagia
main ludo menang aja seneng banget gua,bahagia
seneng soalnya ga berekspetasi apa,bahagia
kamu mau dikenalin dr mana aku siap membantu dengan senang hati,bahagia
senang banget w gk jadi,bahagia
halah digombalin aja seneng,bahagia
orangtua kita selalu bahagia melihat kita selalu tercurah kasih sayangnya buat kita tanpa batas,bahagia
ohh pantes kamu bahagia bgt aku kan sering gitu,bahagia
sehat terustetap semangat dan bahagia selalu,bahagia
gilak senang banged gua dapat teman begini,bahagia
alhamdulillah bahagia banget,bahagia
senang melihat mereka puas sama performancenya,bahagia
kepada temanteman hindu di bali atau di mana pun berada selamat merayakan galungan kuningan ya,bahagia
ngobrol aja susah gimana mau balikan,sedih
memasuki waktu bagian galau,sedih
masalah dateng mulu udah kyk ngantri bikin sim,sedih
hp gue mati yaelah kyk ada yang nyarn aja,sedih
ini sih judulnya hate that i love you,sedih
terkadang kita gak sadar kalo diluar sana ada orang yang sayang sampe akhirnya kita sadar kalo dia udah jauh dan jadi milik orang lain,sedih
every hello ends with a goodbye,sedih
pacaran nangis dibuat terharu ldr nangis karna kangen jomblo nangis nonton film sedih,sedih
kamu apakabar menurut l gue baik baik aja gitu lo putusin dududu,sedih
cinta dalam hati tuh gaenak ya ada yang pernah ngalamin gak,sedih
single bell single bell single all the way,sedih
lagi oooooo sendiri lagi soundtrack hidupku kayanya nih klo di pelm pelm pasti sambil hujan,sedih
lelah tapi masih ingin tetap mempe ahankan,sedih
saling sayang tapi gabisa jadian sakit,sedih
masih sayang tapi harus putus sakit,sedih
bisa jadian tapi gak saling sayang sakit,sedih
pacaran sama sahabatnya mantan sendiri tuh rasanya ada yg bisa menjelaskan,sedih
cape sama orang gak peka perlu dikasih apaan sih ini orang,sedih
ngomong sih gampang tapi kalo udah masalah hati mah lain hal,sedih
nyesek banget tapi cuman bisa pasrah aja,sedih
ketika cinta yang dulu belom selesai ada rasa ingin kembali tapi takut untuk disakiti lagi,sedih
homesick homesick kangen rumah kangen rumah pengen pulang pengen pulang,sedih
berpisah adalah cara tersulit untuk membahagiakanmu,sedih
banyak mau tapi nggak ada yang mau,sedih
sebelum kita saling melupakan ada baiknya jika kita saling melukakan,sedih
our past is now following you,sedih
entah mana yg lbh sakit kehilangan kamu digantungin trs sm kamu,sedih
sialan kata kata romantisku menghilang mungkin mengikuti kamu yang telah pergi terlebih dulu,sedih
if i cannot make you mine i will keep you in my mind,sedih
yang ldr yakin pas kamu telponan dia nggak lagi dipeluk peluk di atas kasur sama yang lain,sedih
buat apa sih kita punya pacar tapi suka ngerasain sendirian,sedih
cari pelarian aja dulu cari pelaminan masalah belakanga,sedih
kita masih sama sama terluka bukan waktu yang tepat untuk menyebut ini cinta,sedih
kalo saat ini kita cuma bisa berbagi cium di layar handphone aku bisa apa,sedih
biar bisa tidur coba iseng itungin berapa kali dia bohongin kamu,sedih
ngetwit kangen aja dulu kangennya sama siapa urusan belakangan,sedih
jika memang aku tidak bisa memilikimu biarlah orang lain juga tidak bisa memilikimu,sedih
pacaran apa kredit rumah be ahun tahun ujungnya kapan nggak jelas,sedih
kura kura dalam perahu ketiban pohon pura pura punya pacar baru biar dibilang udah move on,sedih
sepe i berada dalam sebuah hubungan yang melelahkan namun enggan melepaskan,sedih
manusia jadi jadian antara jadian apa enggak,sedih
block dari hati itu tidak semudah sekali klik,sedih
hts hubungan tidak serius,sedih
maafin aku ya belum bisa lupain kamu,sedih
maafin aku ya masih berharap balikan sama kamu,sedih
maafin aku yang gak bisa maafin kamu ya,sedih
maafin aku ya kalo aku lebih bikin nyaman dari pacar kamu,sedih
maaf ya aku ternyata lebih memilih dia daripada kamu,sedih
aku emang sayang kamu sih tapi dia lebih bisa menjamin masa depan aku maaf ya,sedih
ciee yang udah mati matian setia akhirnya ketikung juga,sedih
ketika rindu ini menyerang sesak didada pun terasa,sedih
hati ini letih menunggu kamu mengucapkan kata sayang kepada ku,sedih
lo itu padahal bukan siapasiapa gue tapi kenapa gue takut kehilangan lo gini sih,sedih
boleh bilang gk sekarang klo aku kangen sama kamu,sedih
aku masih ngarepin kamu kok kamu nya kayak gak perduli ya,sedih
terus terang aku masih selalu nunggu kamu,sedih
pait banget kayak kopi gk pake gula itu rasa nya klo perasaan cuma bisa di rasain dan gk bisa di ungkapin,sedih
gimana mau move on masih stalking timeline mantan,sedih
banyak yang terbuang sia sia hanya karna keegoisan masing masing,sedih
merindukan dan setiap hari merindukanmu,sedih
terkadang cinta membutuhkan sebuah perhatian yang lebih,sedih
apa aku harus selalu berkorban perasaan untukmu,sedih
mantan itu kadang ngangenin kadang juga nyebelin,sedih
aku masih peduli karna aku masih sayang sayang banget sama kamu nge i,sedih
sungguh tak sanggup kalau terlalu lama menyendiri dan tanpa kamu,sedih
seketika hatimu terlepas melepaskan kehadiranku hingga kamu sepe i tidak mengenalku lagi,sedih
seandainya waktu bisa menyembuhkan lukaku aku ingin mencarimu lagi aku tidak peduli walau harus terluka lagi,sedih
yang aku butuhkan cuma dirimu disini aku merindukanmu,sedih
seneng liat kamu sekarang bahagia walau bukan dengan diriku,sedih
kebangun trus kangen jalan jalan sama mantan itu tragis mblo t t,sedih
besok kita ketemu ya sayang ucap sebuah pesan tahun lalu kepadaku,sedih
masih pada tempat dan suasana yang sama yang berbeda hanya kau yang terus bermesraan dengan pasangan yang berbeda setelah kita berpisah,sedih
harkos harapan kosong,sedih
mau jalan kemana ya bingung dimana mana banyak kenangan bersama mantan,sedih
pagi mblo kenyang pagi ini dipersembahkan liat mantan nyuapin pacar barunya hmm,sedih
b wouldapetin gebetan susah ngajak balik mantan gengsi yah jones banget dah,sedih
sebenernya kalo liat kamu deket dia aku cemburu tapi aku ingat aku bukan siapa siapa kamu,sedih
mau jalam sama pacar oiya lupa aku kan gak punya pacar,sedih
malem minggu sepi gapunya duit gak hujan pula,sedih
udah berusaha ngedeketin bbm siang malem eh gataunya belom putus,sedih
malem minggu itu lebih seram dari malam jumat,sedih
klo kamu pengen merawat wajah dengan murah dan efektif banget paket masker tiebandung hanya untuk minggu,sedih
mimpn mantan yang jalan sama pacar barunya sama kaya mimpi ketabrak truck tronton hahahaha,sedih
aku mau ngejomblo sampe nanti kita be emu lagi eh gak taunya dia udah punya pacar,sedih
mau mandi pagi tapi lupa gak ada yang ajak jalan tidurlagi,sedih
kalo denger lagu itu aku jadi kangen sama kamu,sedih
aku sayang sama kamu tapi kamu sayang sama dia,sedih
bolehkah aku minta opor opor apa opor tunity untuk memilikimu kembali sayang,sedih
sarapan semangkuk kekecewaan dan segelas airmata,sedih
liburan tanpa gebetan bagai ambulance tanpa wiu wiu,sedih
berasa kehilangan kamunya tuh pas aku lagi bengong sendiri,sedih
sebenarnya aku sangat mencintaimu tapi kamu milik teman baikku,sedih
mblo udah rapi dah wangi belom siap pergi pergi sama guling,sedih
plis jangan tinggalin aku,sedih
masih pengen pacaran sama kamu,sedih
ke tempat ramepun hatiku tetep sepi,sedih
aku kangen kamu yang dulu,sedih
pagi mblo yang semalem mimpn dia tunjuk tangaaaaann,sedih
kangen kamu,sedih
karena merindukanmu adalah kebiasaanku,sedih
yang sarapannya segelas airmata dan semangkuk kekecewaan mana suaranyaa,sedih
b wouldah seneng hp bunyi kirain gebetan gataunya alarm,sedih
karena menunggu adalah alasan mematikan bagi sebuah harapan,sedih
galau nungguin kamu gak balik balik lagi sama aku,sedih
mblo galau mblo,sedih
percuma bangun pagi gak ada yang ngajak jalan juga,sedih
bukan tentang siapa yang kita kenal paling lama yang datang pe ama atau paling perhatian tapi tentang siapa yang datang dan tidak pergi,sedih
wiken tanpa pacar bagai ambulan tanpa wiu wiu,sedih
b wouldiriku tanpamu bagai payudara tanpa bra akan terombang ambing,sedih
kangen,sedih
sekali jomblo tetep jomblo biar dikata apa juga tetep jomblo met bobo mblo,sedih
masih aja ngarepin dia udah tau pacarnya banyak,sedih
andai saja lukamu sepe i lukaku,sedih
yaelah mimpn mantan lagi jemur bantal,sedih
galau akut ada rumah sakit ga untuk ngobatin galaunisme ini,sedih
percuma banyak libur kalo masih jomblo,sedih
sepi banget kayak jomblo,sedih
tadi pagi ditangan gw ada sarang laba laba gw kira gw udh jadi spiderman ternyata udh lama gak ada yg gandeng,sedih
maaf ya aku memang tidak sempurna tapi aku akan terus berusaha menjadi sepe i yang kau minta,sedih
ketika dia menjadi prioritas bagi lo tapi lo cuma sebagai pilihan dimata dia,sedih
cuaca nya dingin ya se dingin sikap lo sekarang,sedih
gelap banget deh dikirain mati lampu ternyata sekelibat masa lalu,sedih
gak ngarep bisa ngulang waktu kok ngulang hubungan kita lagi juga udah lebih dari cukup,sedih
kalo memang dia yg terbaik seharusnya dia ada disini,sedih
nomor yang anda tuju sedang berada di pelukan yang lain,sedih
nomor yang anda tuju sedang sibuk cobalah disaat dia sedang sendiri,sedih
jvnkyuties gua masih sedih banget asli perpisahannya gak proper emang dasar emosi,sedih
mdyxs im okay kokk cuma pengen ngungkapin emosi ajaa thankyou yaa,sedih
reeenata lastjunkblood haii renaaaa rena maafin gue yang selalu emosi ke lu,sedih
sedih banget cuman ikon yg ga di wawancara jihoon di inkigayo,sedih
pantesan eka kurniawan bilang menulis itu luka pajak royalti lebih tinggi dari pph,sedih
biar gak kena royalti pas nyanyi jangan ada suara ya ndesah aja boleh,sedih
kasian lah fotonya nanti jadi apa cobak,sedih
eka kurniawan juga menjelaskan dari posisinya sebagai penulis mengapa buku mahal mulai dari pajak ke as hingga harga pajak buku jadi buku yang kamu terima itu mengalami pajak berlapislapis,sedih
hadeeeuh aneh yang komen yak ini tuh tujuannya bagus biar karya dihargai dan yang punya lagu dapet royalti kalo lagu mereka dipake,sedih
imbas utang makin banyak makin banyak narik pajak,sedih
pengguna lagu dan musik di tempat ini bakal dikenai royalti,sedih
agak tricky ya mas visinya sih bagus tp takutnya byk aja yg melanggar atau malah krn ga mau ribet ga ada lg yg pasang musik,sedih
royalti batu bara dari apbn,sedih
jadi selama ini engga dapet royalti kasian sekali musisi disini,sedih
suka baca buku tp soal royalti aja g nge i biar kata punya jigle sendiri supermarket jg hrs byr royalti sm penciptanya jiglenya kalau kesepakatannya gitu,sedih
para pelaku usaha wajib membayar royalti jika dalam pengoperasian usahanya selalu memutar lagu setidaknya ada sektor usaha yang diwajibkan,sedih
kalo buka kafe pas nyetel lagu indo kena royalti bisa lagu indo jd ga terkenal gara kafe dll nyetelnya lagu luar semua biar ga kena royalti,sedih
mutar lagu kena royalti kasihan penjual gethuk lindri,sedih
dari dulu aturan royalti itu udah ada ada sebuah rumah makan atau supermarket yang menyetel lagu instrument setiap hari apakah musisinya diuntungkan tidak malah karyanya itu digunakan tanpa pernah dihargai,sedih
korban banjir ntt turut berduka dan diberi ketabahan,sedih
prmi nusantara turut berduka atas musibah di ntb dan ntt,sedih
madrid terlalu mudah kehilangan bola,sedih
dibekap sevilla atletico madrid makin rawan di puncak,sedih
mundut ngoper hakim garis,sedih
presiden jokowi menyampaikan dukacita kepada korban bencana di ntt dan ntb presiden jokowi juga telah memerintahkan menteri sosial menteri pupr kepala basarnas se a panglima tni kapolri untuk segera menangani bencana dan dampak bencana di ntt dan ntb prayforntt,sedih
gabut tapi pasti gk ada yg like sie,sedih
astagfirullah malu banget masuk ke world temen gataunya lagi pacaran cosple diluc jean mau out juga ga enak alhasil auto jadi nyamuk kan,sedih
yaallah rb masih pending jangan ngadi lu,sedih
omg gua butuh jean kristein di hidup gua,sedih
kadang suka kasian sm anggur,sedih
sumpah ini nyakitin banget pdhl gua udah mikir ntar si jean bakal jadi squad leader or captain buat gantiin levi,sedih
cepet sembuh yuk tugas numpuk orderan pun numpuk,sedih
kadung ove hinking jean connie dadi mindless titan sampe gak moco chapter wingi ternyata ora hoala,sedih
pliss bang haji karena ini ultahnya jean jangan dimatiin dong husbuku,sedih
gue malah mikir si nino bakal ngegagalin rencana rendy ama mama mayang buat jebak elsa klo ampe iya nistainya kudu makin kenceng ikatancintaep,sedih
udah kangen aja rest in peace zoey,sedih
gak ada rendy al ngerepotin felly ikatancintaep,sedih
pengen peluk rendy tapi suami orang duhh ikatancinta ikatancintaep,sedih
setelah dilihat diamati secara sesama si jhon masih kalah jauh ganteng nya sm abdullah rendy apalagi klo dibandingkan sm aldebaran al fahri,sedih
buriq noob suaranya fals bisa aku bisa wkwk,sedih
ntt status siaga bencana dan tidak terpantau pemerintah pusat tv dipenuhi acara kawinan malah netizen bantu buat jadi trending gila sih tapi ini indonesia prayforntt,sedih
atas nama pribadi dan seluruh masyarakat jawa timur saya menyampaikan dukacita mendalam atas korban meninggal dunia dalam musibah di ntt ucap gubernur jatim,sedih
alasan malas buka telegram isi nya group semua,sedih
sudah ngantuk liverpool kebobolan jadi tambah ngantuk,sedih
selamat jalan teh rina,sedih
kabar duka rina gunawan meninggal dunia,sedih
hobimu kalau lagi stress langsung ngabisngabisin uang pas uangmu habis malah makin stress,sedih
mohon doa untuk kesembuhan ayamku tadi sudah dikasih obat tapi masih lemes,sedih
dari tadi kedinginan sepe inya demam sampai nggak kuat berdiri ini obatnya apa ya kasih tau dong,sedih
udah gagal projeknya cuma kuat hari,sedih
gabisa makan nggak kuat tadi enggak nemu obat itu besok kucoba cari lagi tadi pakai obat lain dulu,sedih
udah dikasih madu tapi masih belum pulih,sedih
ini adalah salah satu kisah dari ribuan kisah lainnya dari pandemi ini ini adalah satu dari ribuan angka yang tercatat sebagai statistik ada ribuan hati yang patah this is real turut berduka cita mas ihsan semoga mas ihsan dan keluarga dikuatkan doa terbaik utk almarhumah,sedih
bismillah ini hari kedua sejak istriku dimakamkan di pemakaman khusus covid di macanda gowa sulawesi selatan setelah pemakaman di malam itu aku kembali lagi ke rumah isolasi mandiri seorang diri,sedih
nyesek banget ternyata satu almamater korban kenal lewat aplikasi tinder dijebak terus dibunuh dan dikuras ha anya hes a bright young man dimutilasi bagian miris,sedih
seorang petani dayak meninggal dalam tahanan dua dipenjara karena pe ahankan tanah mereka di kalimantan tengah lawannya perkebunan sawit best agro yang dituduh ambil lahan tsb ingat penikahan dari crazyrichsurabaya,sedih
turur berduka om bon bijiganja semoga ayahanda dapet tempat terbaik ya,sedih
allah mewafatkan syekh ali jaber setelah allah perkenalkan siapa sejatinya dia ke kita semua melalui kasus penusukan atasnya seorang mulia dgn hati luas pikiran terbuka alhamdulillah wa innalillah lahul fatehah,sedih
kasian mantan pacarnya direbut om kasino,sedih
kasihan sebagian musisi donk kalo gtu apa gratis apa gratis rakyat kecil koq dibikin tambah miskin,sedih
orang orang yang meninggal kemarin itu sama sepe i kita mereka mengira akan hidup besok,sedih
turut berduka cita sedalamdalamnya atas kepergian ayahanda dari teman kami sigit exit bendahara standupindo semoga almarhum diberikan tempat yang terbaik,sedih
kegagalan adalah keberhasilan yang tidak,sedih
yang sok lit banyak tapi yang solid dikit,sedih
yah ga jadi clean sheet,sedih
innalillahi wa inna ilaihi rojiun dengan berat hati kami sampaikan berita duka atas meninggalnya adik kami rifqi pada hari ini pukul wib dalam usia tahun setelah berjuang menghadapi lymphoma burkitt kanker usus sayapitakuning pejuangkanker kankeranak,sedih
mengandung bawang tlongg me ua kayak mama rosa dabestt ikatancintaep,sedih
aku gak mau kehilangan kamu ndin ikatancintaep,sedih
udahlah scene ini buat gw speechless cuma bisa menghayati sambil nangis dalam hati ikatancintaep,sedih
sedih au nya dihapus tapi typing mu akan selalu ku kenang y gk sie,sedih
pegel mata tapi egk bisa tidur,sedih
pengen tidur tapi tugas masih banyak border carnival hype film bordercarnival hype border carnival enhypen members enhypen,sedih
y sdhlah slmt tidur gue mau nngis dlu,sedih
teruntuk para sadboy jangan lupa makan mandi terus tidur lagi karena ga ada yg memperhatikan kita anrezpakaihatimu,sedih
udah gabisa berkatakata lagi bisanya sekarang nangis doang apalagi yang bagian mikasa nya sumpah udah nangis kejer gua mah kek ga kebayang betapa sedih sakit dan hancur nya mikasa aotspoiler,sedih
teruntuk mikasa maafin mas eren yah,sedih
capek da asli ngestan eren ngerumbling dihujat jadi pundungan dihujat jadi baik dihujat jatuh cinta dihujat sikat gigi geura anjir biar sehat,sedih
sakit bgt gue liat mikasa aotspoilers,sedih
kesian mikasa,sedih
sampai ketemu tahun depan eren levi mikasa dan kawan kawan,sedih
gue tiap liat panel mikasa nangis terus kyk langsung netes aja saking sakitnya ni hati aotspoilers,sedih
pengennya sih eren mikasa nikah sampe punya anak ehhh malah ko id si eren ending yg menyedihkan tamat dah,sedih
scene eren gamau mati grgr mikasa itu sedih bgt anjingggggggg,sedih
scene terbgst sih ini nangis bgt bacanya secinta itu eren sm mikasa anjinggg gakuku bgt nangis sampe pilek,sedih
capek jd eren sm mikasa stan,sedih
sad ending untuk mikasa aotspoilers,sedih
gini amat jadi shipper eremika aotspoilers aot eren mikasa,sedih
dan akhirnya tamatsedih buat mikasa harus ditinggal eren,sedih
dark ga sih mikasa meluk kepala eren gini gila asli sih bakal respect bgt kalo punya temen kaya armin,sedih
cocok bgt buat nangisin eren malem gini,sedih
anjir puyeng gue,sedih
sebenernya gue udah bisa kebayang scene pas eren ngobrol sama armin ntar well itu pasti bakalan bawang banget dan banjirrr kayak yaaa ini ending bakalan bittersweet parah kyk mau bahagia tapi berderai air mata juga its a wrap lah menurut gue aotspoilers,sedih
aotspoilers gua memang gk berharap eren bakalan hidup lagi karena memang mati ya mati gk bakal ada yg bisa diubah padahal gua udah selalu nyiapin diri buat endingnya tapi tetap aja gk bisa santuy baru baca leaks aja dah stres,sedih
dari masi suka nonton si unyil ampe segede gaban begini blm kesampean ke tmii,sedih
belom pernah ke tmii yasudah lah,sedih
kematian warganegara akibat jangkitan covid yang melibatkan warga emas dengan komorbiditi dilaporkan menjadikan jumlah kematian covid di malaysia adalah kkm mengucapkan takziah kepada ahli keluarga mereka,sedih
tim kbr gegana satbrimob kalsel melaksanakan penjemputan dan pemakaman jenazah pasien rs idaman banjarbaru yang terkonfirmasi positif covid se a pendekontaminasian personil petugas dan armada pendukung pemakaman di alkah guntung lua banjarbaru rabu,sedih
pekan ini kota tangerang selatan masuk ke dalam daftar daerah di indonesia berisiko tinggi penyebaran covid atau zona merah kumparannews,sedih
mudik ditunda covid,sedih
sedihhhhh mlm tek ngga cta xxray lydiawati kdak dian sastro sia kacak lalewww,sedih
aslii baru tadi siang lihat vlogvlognya ria sw lagi terus sedih karena dia lagi hiatus,sedih
astgfirullah istigfarr heyyy ya allah kesel banget aku pernah ada di posisi cewenya,sedih
ibu paling khawatir ketika anak cewenya keluar malem malem,sedih
aku insecure sama badan cewenya,sedih
kangen malang tapi,sedih
keadaan jatim park sehabis gempa di kab malang jatim prayformalang,sedih
malang malam minggu prayformalang,sedih
pray for kab malang semoga allah swt memberikan kesabaran kekuatan dan pelindungan kepada saudarasaudara kita di kabupaten malang yang mengalami musibah gempa prayformalang malanggempa,sedih
awal thun diserang pandemi awal thn ada benvana beruntun bumi apa kamu baik saja adaptasi prayforindonesia prayformalang,sedih
dampak gempa tadi sore satu orang meninggal dunia karena te impa reruntuhan tebing prayformalang,sedih
ya allah gempa susulan astagfirrullahaladzim semoga ga terjadi apa prayformalang,sedih
mewakili segenap keluarga besar tpp kab tojo unauna sulteng mengucapkan duka yg dalam atas peristiwa gempa magnitudo yang terjadi di malang jawa timur dan sekitarnya insyallah malang kuat dan bangkit prayformalang,sedih
ada getaran lagi sekitar detik aku kira aku halu di pagi hari krn barengan tetangga buka gerbang tapi kursi kok goyang ada lindu lagi astagfirullah semoga baikbaik saja malang fighting malang malanggempa prayformalang,sedih
begini kondisi masjid yang biasanya dulu pas masih ngekos tiap subuh sholat di situ ini masjid di kecamatan tutur kabupaten pasuruan dekat dengan tempat dinas ku prayformalang,sedih
ya allah gempa susulan di malang barusan prayformalang,sedih
stay safe malang tercintaku semoga kita semua selalu dalam lindungan allah swt dan tetep sabar tabah terutama untuk para korban di daerah malang selatan prayformalang staysafemalangku lindunganallahswt,sedih
ya allah goyang lagii prayformalang,sedih
semoga saudara kita yang sedang te impa bencana diberi keikhlasan kesabaran dan kekuatan prayformalang prayforntt prayforindonesia,sedih
semoga saudara kita disana selalu dalam lindungan allah dan diberikan ketabahan dalam mengahadapi cobaan ini amiinn prayformalang,sedih
turut berduka atas musibah gempa di malang raya semoga para warga terdampak diberikan kesabaran dan ketabahan amin dan semoga keluarga pak sekjend emhasanuddin dan mas fauzan robusta dalam keadaan aman dan selamat amin prayformalang,sedih
atep kantor kecamatan sampe ambrol haduuh prayformalang,sedih
ya allah prayformalang,sedih
gempa tulungagung gempa malang e hquake,sedih
ya allah gempa bumi di malang jawa timur prayformalang,sedih
udah gempa lagi aja pagipagi infobmkg prayformalang,sedih
baru kemari prayforntt hari ink prayformalang kuat indonesia,sedih
prayformalang dan sekitarnya tetep berhatihati,sedih
prayformalang dan yang terkena dampaknya thor,sedih
pe ama kali ngerasin gempa kenceng di malang sekitar semester atau stay safe teman teman ku di malang prayformalang,sedih
beruntung saudara ku yang berada di kaki gunung kawi pakis dan jabung kemantren kabupaten malang selamat semuanya prayformalang,sedih
akibat gempa berkekuatan sr tadi jelang sore di dampit kabupaten malang semoga tidak ada korban jiwa,sedih
malang prayformalang gempa malang korban tewas jadi orang rumah rusak,sedih
semoga adanya bencana ini tidak mengganggu kehusyuan kita jalani ibadah ramadhan aamiin prayformalang,sedih
prayformalang prayforjatim semoga korban meninggal akibat bencana ini husnul khotimah n keluarga yg ditinggalkannya diberi ketabahan begiti juga sodaraku n rekan disana mendapat keselamatan n lindungan allah swt aamiin yra,sedih
gempa lagi barusan prayformalang,sedih
malam minggu zombiefreaks tapi sebelumnya prayformalang semoga yg terkena musibah diberikan ketabahan dan juga kesabaran,sedih
innalilahi wa innailaihi rojiun semoga semua yg terdampak segera mendapatkan bantuan prayformalang prayforindonesia,sedih
gempa magnitudo yang berpusat di km barat daya kabupaten malang sekitar pkl wib gempa tidak menimbulkan tsunami tapi tetap mengakibatkan kerusakan diberbagai tempat dimalang salah satunya minimarket ini,sedih
sedih lihat berita gempa di malang dan sekitar semoga tidak be ambah lagi jumlah korban jiwanya juga diberi kesabaran buat para korban aamiin prayformalang,sedih
gempa di jawa timur terasa sampai jogya dan bali sr prayformalang,sedih
berdoa buat ntt dan jawa timur semoga segala sesuatu menjadi lebih baik dan para korban diberi kesehatan dan kesabaran prayforntt prayformalang,sedih
turut berduka utk beberapa wilayah di jatim tepat nya malang yg sedang terkena musibah gempa bumi semoga saudara disana semua baik saja prayformalang,sedih
malang semoga namamu saja tapi tidak dengan nasibnya prayformalang,sedih
doa teruntuk saudara yg lagi terkena musibah gempaalfatihah selain doa yok kt bantu link donasi lwent leslar leslarpedulisesama leslarpedulibencana prayformalang selalu berbagi n peduli sesama adalah yg kami contoh dari idola kami lesti jenong da rizkybillar,sedih
prayformalang kota yang pengen banget dikunjungi kota yang membawa candu semoga lekas membaik,sedih
gempa lagi prayformalang,sedih
gempa mag apr wib lok ls bt km baratdaya kabmalangjatim kedlmn km tdk berpotensi tsunami bmkg,sedih
saat lagi siap siap mau beli souvenir di atas kasur berasa goyang parah aku kira karena orang sebelah yang lagi benerin rumah tapi masak iya sampai buat kasur gua goyang ya allah ternyata gempa prayformalang,sedih
pray for malang halo kawan pajak turut beruka cita untuk gempa malang semoga saudarasaudara kita disana selalu dilindungi dan diberikan kesehatan oleh allah swtamin narahubung lina,sedih
