tweet,label
very sad the clock is mleyotttt sad,sad
sometimes i'm sad but how come sad,sad
pen bought the magazine but still confused sad,sad
Googling pictures of fried noodles and sweet tea with the intention of harassing other people even if you are hungry yourself which is really hot during the day sad,sad
take care of your heart don't pollute it take care of your heart don't hunt wa eg open tomorrow sad,sad
the capital is jammed bund sad,sad
the test of fasting is sleepy after dawn sad,sad
the third night the sandals are gone sad,sad
you who decide you are sad sad,sad
many opportunities for poor finishing sad,sad
astaghfirullah very sad anjim sad,sad
sad we have the same fate sad,sad
huhuhu just found out sorry it's so sad sad,sad
Even though it hurts I accept it even though I'm sad I enjoy it it's sad,sad
Are you still in Makassar are you sad bro sad?,sad
even if only friends feel sad sad,sad
very sad to be trashed sad,sad
this morning it's sad to see tiktok about a dead cat full of lacquer on my fyp sad,sad
I'm sorry if I'm on fb don't unfollow I'm so sad I'm sad,sad
I'm sad sad,sad
I'm sad is it affected by my deeds of worship sad?,sad
Why is it that every time I watch my son's mother I'm sad I'm sad,sad
sad how often do you pap staycation again sad,sad
The letter is adorable but why is it sad sad?,sad
just read it it's so sad sad,sad
very sad sad,sad
ikr sad bat wkwkwk sad,sad
this song looks sad sad,sad
be sad sad,sad
make it when you're sad huhuhu sad,sad
oh how sad taemin is going to the military sad,sad
I don't want to be sad to read friends' posts one by one on the way home but how come it's syusyahhhhh sad,sad
IHP the damage doesn't use topload it's really sad sad,sad
endless sad sad,sad
you're so sad sad,sad
sad to see this cake situation sad,sad
those who are sad don't drag on too late sad,sad
ishh it must be really sad but what can I do it's sad,sad
sad because this style continues in this era tok sad,sad
It's sad to see cases like this sad,sad
I'm sad sad,sad
I want to be fat I'm sad I'm so skinny like a pacifier sad,sad
sad when you can't eat spicy sad,sad
The dream is kidnapped but it feels so real that I feel sad about the trauma sad,sad
I'm so sad even though my mother already treats her like her own child it's sad,sad
there's no account yet sadly sad,sad
sad handsome my beloved son sad,sad
Even though I've been planning for a long time now there's no money bro I'm sad I'm sad,sad
drink the bear's milk first try it nderr ouch sad i read it sad,sad
confused about what to say sad,sad
angry angry that's a boyfriend or a lecturer isn't he as hot as he is angry,angry
people to that are just troublemakers angry,angry
just talking it's easy to do it's hard angry,angry
nothing is right everything is wrong why don't you try to be selfish get angry,angry
Don't be happy if you just say hello you'll expect too much get angry,angry
I want to find existence it's wrong of you to talk about me to the people who are there I'm more and more existent angry,angry
there are people who are originally innocent but pretend to be naughty so that they are called slang angry,angry
there are people who are naughty but pretend to be innocent so that there are good children who are angry,angry
there are people who are really fast even though they just broke up the reason is so they can forget their ex is there angry,angry
there are people who make it because they want revenge they are angry,angry
there are people who make it because there is pity angry,angry
Can you not accept me as I am why do I have to criticize everything I'm sorry I'm angry,angry
Wow I didn't realize that I already had a boyfriend. If you don't want to digitize it don't be like that get angry,angry
If you don't want there's a problem don't provoke trouble you're angry,angry
You don't think I'm a midfielder you're angry,angry
If you can't reciprocate your feelings at least don't hang on get angry,angry
how can i go out with someone who i don't love i'm sad you're not with him angry,angry
What do you think I am why do you always hurt me get angry,angry
you prefer people who love you compared to me who really loves you rawr angry,angry
Is our relationship serious or not if not let me tell you how to play angry,angry
you are selfish angry,angry
b wouldah know it's just been decided still ask my boyfriend a little slang look at my facebook and twitter status I'm confused angry,angry
i wait for you does not mean i have to be singleangry,angry
don't pretend to decide if you still love don't be prestige if you still care get angry,angry
why do you have your fuel if you only see a photo of your girlfriend who becomes a dp angry,angry
why do you have your fuel if it only makes me see his name on your status angry,angry
I'm emotional angry,angry
gumvbal as far as I know I've heard someone say that in the drama I don't know what episode they say that psychopath even though he doesn't have emotions but he can play emotions as he pleases as if he looks like he has psychopathic emotions he doesn't always have a cold face he said angry,angry
sdank emotion angry,angry
Don't challenge the emotions of people who are working angry,angry
It's so complete I want to go home there's something that makes me emotional angry,angry
juhgchrys I swear he's really rock I got emotional when I saw him angry,angry
My fightsa shoots dead you also make people emotional at night angry,angry
nanadejunnie gets emotional crying angry,angry
I need someone who is very emotional today I'm really sorry the toast in front of the office is really good where it's cheap but the chocolate has a lot of melt. Basically the toast with Ma's Intel in front of the office is the most delicious as safe as angry angry,angry
your bachelor was brought by the family of the breeder it was crushed we fit people like this in direct castration so that there are no more victims my emotions when it comes to pedophiles or not their brains are still slaves even slaves have been used as an outlet angry,angry
hcneyboo I'm emotional angry,angry
dzoll jeha idiot came dm I sent a gay photo it's great looking at bae's ass makes jamet emotional lots of friends angry,angry
hobbies are emotional sis my pc is all scratched angry,angry
flukeyritsu is very emotional later when you get dizzy you get angry then I'm the one who is the friend angry,angry
iss I swear tbtb is in a very bad mood by nature you are always emotional even though there is no problem you are angry,angry
textfromlala Sis I swear when I read it I got angry,angry
collegemenfess it's like you don't make me angry,angry
Watching Sapa Indonesia Kompastv tonight I got emotional with the host asking my feelings for allenglandopenunfair angry,angry
collegemenfess you're just testing right your typing makes you emotional too angry,angry
I'm still emotional I don't know why I'm angry,angry
the emotions of the soul astagfirullah ojol are getting more and more strange just fix it instead of insisting astagfirullah angry,angry
Fak is stupid I can't feel at home anymore I can't control my emotions who do I want to vent to who is the dog angry,angry
dalgoxna people meet zeke monkeys they are so emotional angry,angry
tw rape anyinkkk heri sia teu sane idiot oh my god I'm angry,angry
just make emotions at night angry,angry
allow me to emotion astaghfirullah angry,angry
hihhhh emotional bet hhhhhhhhhhhhhhh angry,angry
I'm getting emotional my PC is all scratched what's this what's wrong oh my god I'm angry,angry
bucient you provoke my emotions angry,angry
beauteacaine samaa dew I was so emotional that I was crying I know I'm angry,angry
Wednesday Thursday the mouse is stressed then Friday Saturday watching Penthouse wkwkwk instead of losing stress emotions increase anger,angry
lxvuitton textyou gjls that people just make me emotional angry,angry
I'm really emotional why did the guy pick up the middle it's clear he has to stop at the bus stop angry,angry
almeeraymna mmf mjb heh oh my god heh asu asu emotional fuck family jerk angry,angry
chokoretowoo you're a member of hsu senna don't provoke emotions get angry,angry
percent halah bitch emotional dog angry,angry
Since the morning you came you just made me emotional I'm doing it again you said don't hide behind the words learn Jing I kept quiet playing on purpose so you don't get annoyed you get angry angry unclear angry,angry
canffdy is getting emotional angry,angry
Telkomsel network makes emotional angry,angry
ourzishu can't cry so the code has been sent to SMS but the code is wrong even though it's really emotional doesn't it seem like you really don't have a partner with this yuku angry,angry
isthathereits panjul really makes emotions oh my god angry,angry
angry reading it angry,angry
zenagersub don't be emotional widow angry,angry
Usually skyblue when I'm emotional I feel like I'm breaking things I'm angry,angry
httpskyies I don't know what you're talking about what's clear is that I'm emotional two two fingers angry,angry
Asahiselca is really good you're really emotional angry,angry
bbyhzlln zey jan makes me emotional angry,angry
I'm already emotional I'm going to follow opfoll I'm angry,angry
My emotions read horror threads angry,angry
I'm emotional whxndhzjska angry,angry
Ya Allah these people are very emotional angry,angry
the economy makes emotional angry,angry
bbyhzlln pls I suddenly got emotional reading this angry,angry
hold on don't be emotional stupid people what are you going to do but you're stupid angry,angry
I'm shaking every time I remember I'm anxious panic my dog ??is my emotion I'm angry,angry
oh god I'm really emotional angry,angry
old emotion with momota angry,angry
I'm new online why do people immediately make emotions gosh angry?,angry
imyourday I'm confused if the courier has brought it to the home address where are you Sis you're so emotional it makes you dizzy reading it angry,angry
Barudak's original beungeutcloth eta mun just looked at the macana got angry,angry
So what do you want I'm getting emotional I'm aaaaaaaaah angry,angry
I'm emotional when I see the behavior of this maknae Changkyun all brings a car the damage is unbelievable angry,angry
jnathaann make people emotional angry,angry
jjenoli is still angry I'm emotional,angry
promise teros as an emotional tone angry,angry
I've only used the express post service for the first time and then I see the receipt like this I'm emotional because I don't understand it I'm angry,angry
tw rape cursed words kinship dick your actions are like gt you're out of your mind doggggggggg barbaric i'm so angry angry,angry
I get emotional when I shop at Amidi here I'm angry,angry
bin stupid my emotions angry,angry
bite my emotions angry,angry
penitimerah yes you think you are stupid kim you are stupid oh my god it's so exciting oh my god where's the ex-friend who's crazy what's the break up like that how can you be an ogep friend astagfirullah sorry for the way you're emotional bro angry,angry
If it's raining like this Indom's connection really makes you emotional right?,angry
I'm really sorry this is sensitive content in my opinion a father like this doesn't deserve to live if you need to cut your genitals so you don't have to make yourself angry angry,angry
when your friend explains something but it's not clear you get emotional angry,angry
jieruiyuwen hdeh emotional angry,angry
I'm really tired of having to explain many times it makes me emotional angry,angry
Why do you make you emotional bro it's been a long time being childish you're free if you're an ex you don't want to be friends if you're not healthy for yourself are you angry?,angry
you act so hard you make emotional angry,angry
Etdahh I'm really annoyed when I see Eunbyeol's emotions I'm so angry my pen is tabok and bust it's really annoying angry,angry
science of cuckaw mad my emotions angry,angry
textfromlala yaallah emotional angry,angry
Anyway yes this is tea.,angry
dohh when you chat with him he's emotional he's angry,angry
makes me very emotional have you been helped or not thank you haven't we been the ones who have always denied God's favors got angry,angry
ziza duhhhhhhhhhhhhh my emotions angry,angry
I'm really annoyed when I think about it but I can't find the answer I'm so emotional angry,angry
Chewyrav the original rav I'm dd following the case the emotion is as emotional as this it's a demon in human form that triggers a problem like this isn't it lawful to swear at the perpetrators the perpetrators must be punished severely if they need to be castrated angry,angry
ytankmoto emotion angry,angry
I want to continue the story for Geri but I'm too lazy to be emotional angry,angry
shut up ji my emotions angry,angry
sunicelys kdrama menfess vagabond makes me feel the same way as the mouse makes me dizzy with theory angry,angry
Alestierre why am I emotional reading it angry,angry
Mahdinosaur Paansi this idiot is esjewa esjewe making trash content he's said to be defensive hhhh emotional angry,angry
haehoont t I'm emotional angry,angry
Takumi you can shut up or not I'm emotional angry,angry
emotional suppressor angry,angry
alestierre nkahakwhdj emotional angry,angry
gsmgalih ndinnnnnnn my goddamn emotion angry,angry
I'm very emotional I swear I need to cry angry,angry
it just makes me feel angry,angry
I'm annoyed when I want to cut my nails but I don't know who took it from the room when I ask a crow who claims that it makes you emotional right?,angry
believe me i typed it while being emotional because i remember that incident ishhhhh angry,angry
managerbayu angry at bay I'm emotional angry,angry
a bit emotional angry,angry
dobbyfordior what do you choose don't provoke emotions get angry,angry
yiilliib gy sad gy emotional angry,angry
Why are cryujins so emotional angry,angry
gtaww I'm so emotional angry,angry
leedonghessi I'm already very emotional I'm angry,angry
Astagfirullah I'm emotional with Tae angry,angry
Every time I send a document there must be someone who doesn't pick up the courier I'm very emotional angry,angry
jidatwinmetawin it's said that I easily get emotional with you angry,angry
OJSP yes I'm also emotional I still have GBP quota but I'm done I'm angry,angry
Parksunghoon cheap sealed album ridi ina rather than mecima kesuen gets emotional angry,angry
no wow this is emotional angry,angry
ex-mantab really makes me emotional angry,angry
Sir don't get emotional angry,angry
rarasdfghj did I ask the dog why is he so emotional he's angry,angry
dtaehyungi is stressed and emotional I'm angry,angry
I think taking care of humans is the same as taking care of chickens choosing to be a fulltime mother is the bravest decision I can't be sick tired of working from night to morning meet at night emotional control must be good double become a double teacher become a technician for all household appliances angry,angry
When you're not in this mood you're always emotional angry,angry
ackermnk nctzenhalu up this dog makes severe emotions angry,angry
zeroday yes we are that's why the guy who was wronged as the chairman of the bubucinan men's committee became emotional angry,angry
tradekorea abc anj emotion angry,angry
almeeraymna woiiii who raped if you read this I pray that your penis rots away I swear I'm so emotional angry,angry
hydamietars treasuremembers have been emotional for a long time angry,angry
oh my god I'm so emotional angry,angry
munconvo oh god emotional angry,angry
When he didn't contact him he said he was ignored it was his turn to be contacted it made him emotional angry,angry
there are many lockers but the certificates are still taking a long time to get out it's emotional you already know you don't have any channels what channels do people in the country look up to they're lockers from the internet angry,angry
I'm so emotional I'm so excited I'm angry,angry
The left is really gemess when I see them the right one is emotional my mouth is angry I'm angry,angry
this is why i fucking hate tiktok once open it immediately gets emotional angry,angry
the father is the same I'm emotional angry,angry
I'm really tired of being with braces that don't end aka making you emotional angry,angry
ggilylol subtanyarl don't remind me when I remember I'm angry,angry
I'm so emotional I'm so angry,angry
very emotional with bocilll arghsnsjsjsjwbs hate sm bocil dots angry,angry
lovepeachchoi I'm so emotional oh my god I'm angry,angry
eqinmannn remember you just want to be emotional angry,angry
h I keep getting emotional I move acc already I'm angry,angry
emotional angry,angry
Cutiengs are very emotional just at the Wattpad awards it's already seignorant it's tired angry,angry
lilymnbn to make you emotional angry,angry
shatteredcrime nqrseism thyaphelion oiya you fisip sorry I'm emotional angry,angry
dualllipaa you're so emotional with me angry,angry
emotional angry,angry
nctsyut JB but makes you angry angry,angry
astagfirullah there are people who make emotions angry,angry
the dog is not finished with my emotions angry,angry
I ask for your cooperation in making the trial file it doesn't feel weird it makes me emotional angry,angry
emotional angry,angry
America is the worst country when it comes to racist affairs it's very emotional to see this model they think that humans are the most civilized people on earth but on the other hand stopasianhate angry,angry
ohmybeautybank instead of just using a filter you don't use a skinker because you don't have the money to buy it I'm really emotional sorry angry,angry
very emotional nothing's wrong tbtb angry,angry
Firypies after listening to bullshit I became emotional angry,angry
duh it's just traumatizing where's the emotional drain again it's really true because of oomf I'm angry,angry
eulgih is indosiar oh my god emotional angry,angry
thaiteaenakk I've been listening to bullshit so I'm emotional angry,angry
novzyalue after listening to bullshit I became emotional angry,angry
suppawuut hahah I've been listening to bullshit so I'm emotional angry,angry
kanametamine yes my emotions angry,angry
emotions go up and down once sorry so this feels like being hung up angry,angry
my mateprim after listening to bullshit I became emotional angry,angry
nanondaze I've been listening to bullshit I'm emotional angry,angry
bite my angry angry emotions,angry
taekook sho long au chewing gum the chewing gum case which turned out to be very emotional for jeon a kid from a neighboring school and taehyung didn't understand why he really liked beyping which jeon thought was very strange and jamet angry,angry
aimansoo enough to make me emotional angry,angry
guanjisongie don't make me angry okay?,angry
I swear I'm very emotional angry,angry
Theo came to make me emotional again angry,angry
lixtheaussie is not a real person as long as you don't get emotional with me get angry,angry
the emotion of the fig signal is really bad angry,angry
Subhanallah astagfirullah my emotions are very strong I'm not clear angry,angry
long time my emotions angry,angry
This account is dhimas shadow why does it appear together with Diedwitnes it makes you very emotional today angry,angry
winwinght really makes you emotional angry,angry
emotional angry,angry
I'm already wearing a full helmet to go outside wkwkwk I haven't gone through the house yet it's raining halaaahhhhhh yesterday I thought it would rain but it doesn't now I thought it wouldn't rain instead sorry I'm emotional angry,angry
I'm so stupid Janu I'm so emotional I need to get slapped angry,angry
You know if you're physically and mentally tired you can't do it if you don't make it emotional okay angry?,angry
playwithastron is emotional angry,angry
lrntandmr y almeeraymna emotional angry,angry
itanilen faaak doesn't it explain it means making emotions angry,angry
juhaeknyon just keep getting emotional dajjal angry,angry
my emotions took a long time oh god angry,angry
gawking makes me emotional angry,angry
yogikprabowo molo bendol wae poyo jane yo mung full of emotions angry,angry
Goddessholics you also make me emotional angry,angry
Strangers in stupid lines make you emotional angry,angry
My chest feels really tight is it because I'm holding back my emotions I'm angry,angry
zeempak asu emotion angry,angry
Do you know that my dog ??is emotional when I read your header angry,angry
This tubirfess person has never been abused what's with the dick on the towel sorry I'm so emotional when I say something like that because a mindset like that can normalize sexual harassment from guys pls don't share it if you're stupid get angry,angry
almeeraymna I'm emotional I want to throw people away I'm very satisfied if the culprit is jailed for life I don't have brains I swear I'm angry,angry
Neoctural Yopesi Lava's maknae makes emotional angry,angry
derrpinksun emotional serious angry,angry
The negative emotions are very contagious angry,angry
oh bkpp i don't like sky but people really make emotions don't imagine the clouds are really patient angry,angry
I'm tired physically my mind needs someone to support me in fact it's nothing instead I'm getting emotional angry,angry
daffodeela that's why bro you're so stupid don't you think that it makes you feel emotional what kind of romance genre is it that girls fight like that until now they're still angry with stupid fans on ig fb etc who humiliate Jean because they think they're simp who wants to take Mikasa get angry,angry
wntrfairy I swear my emotions took a long time angry,angry
munconvo emotion yh angry,angry
reeenata can't tapuk you know I'm crying I'm angry with this emotion what's wrong with the kosple account anjeng angry,angry
aliapsh almeeraymna I can't be emotional angry,angry
Pancen's intonation is full of emotion oq angry,angry
Softiespatch is my signal when I'm emotional angry,angry
odntte yes ahahaha emotional tt angry,angry
Rare Hiraeth you're just emotional let alone me wkwkwk angry,angry
tvmciyal makes you emotional angry,angry
how come you're emotional angry,angry
Please jan just because I'm selling I need your money so why don't you have the manners to buy my snacks just thousands of people you're really bad at making fun by wanting to give emotional benefits. Anying angry,angry
ah mboh cok emotional angry,angry
Oh my gosh I was PMs earlier at home office I was always emotional I keep seeing Elf's tweet to Suju I'm crying angry,angry
nctzenbase nder really help I'm emotional don't make me more emotional angry,angry
high emotions but now I'm angry angry,angry
This kmnessyar is getting emotional because the results are bad wow I'm angry,angry
pillow talk about liam's emotion what's wrong with him what's wrong with him what's wrong angry,angry
Why is my nose so itchy the asdfghjkl is emotional angry,angry
rare hiraeth sorry beautiful angry emotions,angry
dogitoki yes the ending is emotional so it's crazy angry,angry
asu marai emotion angry,angry
dog emotions read it angry,angry
very emotional angry,angry
orotsukashii is angry angry,angry
it's up toxfm jwwxfm help me with fear emotion anger,angry
subtitle oh god emotional angry,angry
Almeeraymna don't mind even though there are blood relations it's still possible if the perpetrators like this can't be reconciled with a family don't leave people like this oh my god my emotions are angry,angry
Oops I'm emotional angry,angry
oh god I should have heard my treasure this happy atmosphere is even emotional why when my treasure is angry,angry
jhc yes emotional angry,angry
she thinks she's a full time mother just stay at home does taking care of children take her energy and emotions she says this doesn't she think about her mother's feelings please keep me away from men like this oh my god angry,angry
oh my god again angry angry emotions arrived in this chat like I was confused about how to respond to my emotions angry,angry
mrcllyyp very emotional honest angry,angry
yoidong I'm emotional I'm filled with takon angry,angry
yyyyyruto treasurebobbin I'm already emotional angry,angry
emotion with sis Juna angry,angry
sunmwoon is angry po is angry,angry
reenata lastjunkblood hi renaaa sorry sometimes I like to be emotional with you angry,angry
cidergang can't be angry be emotional accept it or not angry,angry
emotional dman or ados ajg angry,angry
please come on don't get emotional angry,angry
I like the emotion of seeing people typing yawloh angry,angry
memellcans gpp just get emotional angry,angry
Kataenhaku astaghfirullah I'm struggling Audi be patient Audi be patient don't be emotional angry,angry
woi emotions oh god astaghfirullah angry,angry
soooooooooooooooooooooooooooooooooooooooooooo angry oh my god damn it's angry,angry
the effect of the arrival of guests is that the emotion is constant angry,angry
really crazy dog oh my god hey you control your dick you bitch emotional dog angry,angry
love tinkerbell bund emotion angry,angry
whrstheavocados just cry it's okay to be sad tired it's normal for humans to have emotions if crying makes you relieved it's okay it's not even good if you hold it in get angry,angry
xnicoalex wahaha canyon the emotions of ancen angry,angry
almeeraymna emotional oath reading angry,angry
tubirfess sorry for being emotional just now I was jogging in front of me a group of guys were pretentious yes in front there was a girl a boy I don't know what to do the girl was wearing leggings so it's called exercise so it's comfortable when the girl runs the guy has a bad cock he's angry,angry
xintinkk tired emotion regret angry,angry
what's up provoke a lot of emotion astaghfirullah maghrib syaiton is wild angry,angry
maandoosee emotional outburst from your brother sister angry,angry
asaahyi emotion bye angry,angry
Saytods shut up I'm emotional angry,angry
fix my emotions are turbulent want to pms angry,angry
badmintontalk is scary really this is an indo netizen if you are that emotional gosh angry,angry
almeeray ma'am report it pls i swear i'm emotional too it hurts so bad hikss the dog behaves really bad angry,angry
emotional angry,angry
Almeeraymna kinship this dog shit can't be resolved amicably anymore you have to be legal this is a very dangerous pedo it's also there oh my god sorry for being emotional angry,angry
emotional angry,angry
The story is that last Wednesday I wanted to get rid of emotions and heartaches by exercising properly exercising from the right hour the next day W's body was very heavy sick angry,angry
iruriilajohn even though the fingerprints of the perpetrators are many but throughout the eps no one investigated my emotional fingerprints angry,angry
emotional angry,angry
vivianti devi is so emotional angry,angry
vndlsmm lots of emotions angry,angry
reverie min gosh my thumbs always invite emotion anger,angry
like this if everything uses emotions and lusts that are detected it's just negative morals are not found angry,angry
emotional angry,angry
jyaniiiiaaa emotional angry,angry
I'm very emotional for a week I've been through the periodization in II then open the tweet I found this I'm angry,angry
dtae it's better don't install sc anymore sis make emotional angry,angry
If I'm already emotional I don't see whether you're older than me or not am I angry?,angry
emotional cruelty anger,angry
Today I'm very salty sorry I just like my emotions I just need to scream I'm angry,angry
put your id card in the thread head you're emotional you're angry,angry
actually it's not just emotional how come there are so many unclear people lately who always try to justify their wrongdoings the flight attendant is the author of wp sender tbfess hilih angry,angry
Ejawangg is very emotional with this dwarf brain angry,angry
jing has run out of my emotions angry,angry
I want to slap people I'm so emotional I'm dd and the kid who's 20 years old the talk is so rude oh my god I'm angry,angry
I'm really emotional about the toilet whose behavior is rude or has to be angry,angry
and my night is full of emotion angry,angry
emo angry,angry
risaawhd mmf I read it while emotional angry,angry
I can't see my emotions like this I have a sister and a niece I'm angry,angry
emotional release angry,angry
ditadonna wants to be emotional angry,angry
astagfirullah emotion d angry,angry
itshizukoo is really bad just like this it's already making mixed emotions angry,angry
Which one is the right one I'm emotional I'm angry,angry
It's a bit emotional if you use perfume people say it's not but the room smells like a dog's perfume angry,angry
reenata comes to get emotional angry,angry
imaclownzz I read it was emotional angry,angry
moviemenfes that's all just stay emotional angry,angry
badmintontalk to be honest I'm emotional ma Caucasians from England need to be humiliated back at the Indonesian masters angry,angry
Anjir remembers that the penthouse tonight is so emotional angry,angry
sunsshen sheascent is confused with emotion because she's angry,angry
Tuesday morning I'm emotional I'm drinking thooo I'm wrong opoooo angry,angry
My cellphone is really laggy since when I finished playing PUBG my cellphone lags I'm not clear I'm emotional angry,angry
emotional angry,angry
I'm so emotional why am I a friend and an idiot angry,angry
kkyuhyuckk jsparkyes sorry you're already emotional angry,angry
sarlittlestars cokkkk stop it I've had enough emotions in the bank when I spam the vn to the group using a sisca kohl tone you're angry,angry
Why is this Telkomsel making you emotional angry,angry
don't provoke your emotions be angry,angry
javxi auya my emotions are vi angry,angry
preciousjshc viooolina omoniannian I'm so emotional aaaaaa angry,angry
you managed to make me emotional purpleshore angry,angry
ask don't get emotional nder angry,angry
egafajarpra tekke wants to talk about being emotional angry,angry
emotional angry,angry
emotional angry,angry
bombat dk cheating or not it's not an official event but Iren's statement to Dedy makes you feel emotional even as chess players at the post ronda and ojeg bases you feel like you are challenged to play the game off with Iren snake Tanggayakali playing chess with GM Anying angry,angry
micdropu emotion I don't want to be angry angry,angry
aulauliafe emotional saia bun angry,angry
I'm stressed too much to read or to express my emotions so I'm like this aheheh angry,angry
It's disgusting it's emotional anjgggg angry,angry
After every PMS low blood pressure please make me emotional angry,angry
So I'm the emotional dick angry,angry
listen to Hanbin's new song Nanesss hmm I don't know I'm emotional angry,angry
UI student who was found dead floating in the ylang lake committed suicide or was killed a thread scared,afraid
zakiah aini uploaded the isis flag on her instagram account the post was uploaded hours ago scared,afraid
oh my god I'm excited to see jeans trending don't spoil first I'm mentally preparing I'm afraid,afraid
The pks dilemma book was found at the house of the terrorist suspect is it possible that the terrorist was a pks cadre yes the basic telegram was clear scared,afraid
Sumarno eats people's meat again he's afraid,afraid
Well I suspect this but Elsa is already scared scared,afraid
so it's even more paralyzing if it's true that genose can be a condition for replacing antigen I'm afraid,afraid
If there is an earthquake is this because the penguin's morals are not good I'm afraid,afraid
I was threatened to be killed in the past grgr I defend you usssss I'm afraid,afraid
kpopers and fpi must be scared scared,afraid
this is the most extreme form of ice cream sorry from my bit in the standup comedy special spokesperson I'm afraid,afraid
I'm just afraid he suddenly peed ice cream I'm afraid,afraid
I also feel the same worry I've never felt this pessimistic before with my own country Pandji I'm afraid,afraid
dare to give harsh criticism to the government hopefully it's safe afraid,afraid
I'm really scared Andin suddenly screams Iwak corn rice ties of loveep I'm afraid,afraid
Is it safe yet even though I'm still talking about the Marley country and the inequality experienced by the Eldia people the news goes here and there it's scary scared,afraid
I have tremors but I'm in the toilet I'm afraid my cellphone will fall I'm afraid,afraid
guys it's better to confess or not be afraid he's disgusted with me he's even embarrassed scared,afraid
when alone at home afraid of ghosts afraid of guests afraid,afraid
afraid to pounce afraid,afraid
where there is a swimming pool there I am afraid of being thrown afraid,afraid
now this is tetetetet tetetet afraid of being rivaled tetetetet afraid,afraid
Then after that I dare not turn on the notification I'm really scared scared,afraid
Wow the taxi driver is on TV I'm afraid of getting spoilers I'll just move it I'm afraid,afraid
I'm a bit afraid to sleep with this creature then he'll be scared,afraid
Look my buddha sent this to my family group I'm afraid to charge my cellphone at this hour I'm afraid,afraid
Your emote is so scary I'm scared scared,afraid
I'm really scared scared,afraid
the night of the week corporate slave used to be afraid that if he had been corrected now it has become food for the day afraid,afraid
honestly scared scared,afraid
what's wrong with being afraid that my hockey is out in the middle of the year afraid,afraid
a bit afraid if you want to jbjb afraid that other people are uncomfortable afraid,afraid
When I cook I'm afraid I'll be surprised when I put on a costume first I'm afraid,afraid
I haven't touched it yet I'm afraid I'll choke at the right time I'm afraid,afraid
choose orange because I'm afraid of the one hu btw ka fika thank you very much sis be happy always love scared,afraid
I want to sleep I'm afraid of aftershocks akagsjsgsksgsj I'm afraid,afraid
If you don't use eyebrows you're afraid of a child's face you're scared,afraid
Now I'm scared what to do I'm scared,afraid
I'm really afraid to kiss Jeki again I'm afraid,afraid
superrr excited but scared too woeeee scared,afraid
another week is still a long time wkwkwk boong I'm scared scared,afraid
hahaha im scared scared,afraid
I'm lucky to get the PE wave but I'm still scared scared,afraid
Oops I want to let go but I'm really scared I'm afraid,afraid
why am I so scared I'm so scared,afraid
scared but still confident scared,afraid
sungchan if you want to fry food you must be afraid of the oil spraying afraid,afraid
I'm really afraid that the damage is finally doubled now I'm afraid,afraid
el cl sico tonight as a madridista a bit afraid of the center back but whatever the result still respect afraid,afraid
I want to join selca day but I'm afraid that my account will be gep I'm afraid,afraid
I'm afraid I'm not strong when I'm fasting I'm afraid,afraid
Guys those of you who are wearing the Sultan's sleeve this is the right size for a PC. Help me I'm afraid I bought the wrong one I'm afraid,afraid
I'm crazy about this with Pael I'm afraid it won't smooth the love bond I'm afraid,afraid
scared scared,afraid
I don't want to know but I'm sorry I'm afraid if I meet you I'm afraid,afraid
still afraid to see mark scared,afraid
I predict that you will change the layout tomorrow afternoon or the date at noon. You will announce the official CB from SM the date you released your photo so that you know the concept etc. the date you released the MV if it's really me I'm scared scared,afraid
scared scared,afraid
I want to hang out at the base but I'm afraid to be surprised when I see Elkie is weird I'm afraid,afraid
so you don't forget if you haven't brushed your teeth you'll be afraid to fall asleep so hold on to it you're afraid,afraid
nder when you type your heart you are afraid of what will happen you are afraid,afraid
afraid of cheating men and other women afraid of gay men afraid,afraid
astagfirullah afraid of complications afraid,afraid
want to say happy birthday afraid her husband is jealous afraid,afraid
so sweet oh my god scared scared,afraid
Don't make a thread don't be afraid to miss it afraid,afraid
I'm so scared on my mom's PC I'm scared,afraid
I swear I'm shaking on the phone over and over and I'm really scared scared,afraid
I'm afraid to think this is an otempt account just because I've updated the photo I'm ribs wkwkwkwkwk you know what's going on jinki where are you btw you're so cute I'm afraid,afraid
I want an exhibition when I'm fasting but I'm afraid to make people cancel I'm sorry I'm afraid,afraid
It's also true it's not wrong if you can hold it you can beat it right because it makes you scared scared,afraid
mafia is afraid of ghosts afraid,afraid
for childe it's better which one I'm afraid if the right one is up again the one that goes up is def but there is a crate I'm afraid,afraid
I like to be afraid if suddenly Gofood is sent like this I'm afraid,afraid
eh mjb I'm even editing like this I'm really scared scared,afraid
just previewing it already makes me scared scared,afraid
I'm afraid I can't pray Eid I'm afraid,afraid
I want to sleep but I'm afraid that the package will come then no one opens the package it's heavy when thrown by danger I'm afraid,afraid
The fasting month continues to look for ghosts but this is really enough to make me horrified horrified horrified the thread is stretched I'm afraid,afraid
the lightning is scary bund in the capital afraid,afraid
celine trending I'm scared scared,afraid
I'm afraid Jisung's style is like this I'm afraid,afraid
when I refreshed my mentab tbtb I'm so scared anj I'm scared,afraid
scared scared,afraid
I'm afraid when I'm like this I'm afraid,afraid
I can't I can't see Jaemin afraid to slip scared,afraid
I'm afraid it's already May I'm afraid,afraid
so scared scared,afraid
scared but still confident scared,afraid
If this is a poster it's a shame if you paste it I'm afraid it will be damaged because it's so handsome I'm afraid,afraid
